date,actif,cloture,volume
2025-10-24,AETH,113.5992,1570599
2025-10-24,BTCX,464.6597,232499
2025-10-24,STAB,54.4404,1052248
2025-10-27,AETH,115.4399,294519
2025-10-27,BTCX,439.2778,268448
2025-10-27,STAB,54.7331,1495294
2025-10-28,AETH,115.1318,809467
2025-10-28,BTCX,421.2328,337389
2025-10-28,STAB,54.6055,2036729
2025-10-29,AETH,115.0358,832773
2025-10-29,BTCX,423.9451,140591
2025-10-29,STAB,53.9071,1405285
2025-10-30,AETH,115.7126,528629
2025-10-30,BTCX,425.606,703365
2025-10-30,STAB,53.4052,1060639
2025-10-31,AETH,114.9061,908739
2025-10-31,BTCX,404.8123,215813
2025-10-31,STAB,53.5545,1395282
2025-11-03,AETH,113.9991,443464
2025-11-03,BTCX,393.3548,191464
2025-11-03,STAB,53.7767,967534
2025-11-04,AETH,116.4637,773634
2025-11-04,BTCX,415.103,181557
2025-11-04,STAB,54.2968,1481281
2025-11-05,AETH,114.1893,681395
2025-11-05,BTCX,400.4005,354637
2025-11-05,STAB,54.4098,1085950
2025-11-06,AETH,114.9382,723427
2025-11-06,BTCX,410.4235,212609
2025-11-06,STAB,53.8035,2360002
2025-11-07,AETH,115.4051,527095
2025-11-07,BTCX,405.8187,252937
2025-11-07,STAB,53.7958,888106
2025-11-10,AETH,117.4212,1079194
2025-11-10,BTCX,411.7141,218299
2025-11-10,STAB,54.1751,1179409
2025-11-11,AETH,119.1306,616340
2025-11-11,BTCX,394.9107,528424
2025-11-11,STAB,53.7652,2302469
2025-11-12,AETH,121.2148,697238
2025-11-12,BTCX,390.6168,480788
2025-11-12,STAB,53.0773,838035
2025-11-13,AETH,119.5538,949799
2025-11-13,BTCX,383.7677,239902
2025-11-13,STAB,53.2376,1119575
2025-11-14,AETH,118.0372,780662
2025-11-14,BTCX,380.8425,186375
2025-11-14,STAB,53.4322,1000184
2025-11-17,AETH,116.6048,448795
2025-11-17,BTCX,372.8099,234593
2025-11-17,STAB,53.6121,1185131
2025-11-18,AETH,118.6525,1168833
2025-11-18,BTCX,380.6453,255812
2025-11-18,STAB,52.9349,628957
2025-11-19,AETH,118.8978,487420
2025-11-19,BTCX,383.0271,253953
2025-11-19,STAB,53.2284,1230560
2025-11-20,AETH,119.8604,591356
2025-11-20,BTCX,365.5772,290102
2025-11-20,STAB,53.084,1379331
2025-11-21,AETH,118.5377,1244793
2025-11-21,BTCX,351.924,539189
2025-11-21,STAB,53.0774,562163
2025-11-24,AETH,121.7743,441872
2025-11-24,BTCX,367.0001,319908
2025-11-24,STAB,53.3761,1191504
2025-11-25,AETH,121.6919,1176115
2025-11-25,BTCX,342.2443,263929
2025-11-25,STAB,53.2775,2448665
2025-11-26,AETH,122.621,524020
2025-11-26,BTCX,345.3552,824417
2025-11-26,STAB,52.8149,1329672
2025-11-27,AETH,122.4677,635073
2025-11-27,BTCX,351.8921,248144
2025-11-27,STAB,52.8414,2088976
2025-11-28,AETH,121.0896,682923
2025-11-28,BTCX,359.9342,311822
2025-11-28,STAB,53.009,2302233
